Calories,"Protein
(g)","Total Fat
(g)","Carbs
(g)","Sugars
(g)","Sodium 
(mg)","Trans Fat
(g)",Protein_per_Calorie,Fat_per_Calorie,Carbs_per_Calorie,Company_Burger King,Company_KFC,Company_McDonald’s,Company_Pizza Hut,Company_Taco Bell,Company_Wendy’s,Item,Company
210.0,7.0,8.0,34.0,56.0,56.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,Pepsi® Wild Cherry (16 fl oz),Taco Bell
0.0,7.0,8.0,34.0,0.0,0.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,Pepsi® Zero Sugar (16 fl oz),Taco Bell
200.0,7.0,8.0,34.0,54.0,54.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,Sierra Mist® (16 fl oz),Taco Bell
210.0,7.0,8.0,34.0,53.0,53.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,Tropicana® Pink Lemonade (16 fl oz),Taco Bell
240.0,7.0,8.0,34.0,58.0,58.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,7-Up (20 fl oz),Taco Bell
120.0,7.0,8.0,34.0,32.0,32.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,Brisk® Mango Iced Tea (20 fl oz),Taco Bell
0.0,7.0,8.0,34.0,0.0,0.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,Brisk® Unsweetened No Lemon Iced Tea (20 fl oz),Taco Bell
0.0,7.0,8.0,34.0,0.0,0.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,Diet Dr Pepper® (20 fl oz),Taco Bell
10.0,7.0,8.0,34.0,1.0,1.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,Diet Mtn Dew® (20 fl oz),Taco Bell
0.0,7.0,8.0,34.0,0.0,0.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,Diet Pepsi® (20 fl oz),Taco Bell
240.0,7.0,8.0,34.0,64.0,65.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,Dr Pepper® (20 fl oz),Taco Bell
35.0,7.0,8.0,34.0,8.0,9.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,G2 – Fruit Punch (20 fl oz),Taco Bell
270.0,7.0,8.0,34.0,73.0,73.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,Mtn Dew® (20 fl oz),Taco Bell
280.0,7.0,8.0,34.0,73.0,74.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,Mtn Dew® Baja Blast™ (20 fl oz),Taco Bell
10.0,7.0,8.0,34.0,0.0,0.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,Mtn Dew® Baja Blast Zero Sugar (20 fl oz),Taco Bell
90.0,7.0,8.0,34.0,22.0,23.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,Mtn Dew® Kickstart™ Orange Citrus (20 fl oz),Taco Bell
240.0,7.0,8.0,34.0,65.0,65.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,Mug® Root Beer (20 fl oz),Taco Bell
250.0,7.0,8.0,34.0,69.0,69.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,Pepsi® (20 fl oz),Taco Bell
260.0,7.0,8.0,34.0,70.0,70.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,Pepsi® Wild Cherry (20 fl oz),Taco Bell
0.0,7.0,8.0,34.0,0.0,0.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,Pepsi® Zero Sugar (20 fl oz),Taco Bell
260.0,7.0,8.0,34.0,68.0,68.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,Sierra Mist® (20 fl oz),Taco Bell
260.0,7.0,8.0,34.0,67.0,67.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,Tropicana® Pink Lemonade (20 fl oz),Taco Bell
240.0,7.0,8.0,34.0,8.0,190.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0, ,Taco Bell
240.0,7.0,8.0,34.0,8.0,190.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,FOUNTAIN BEVERAGES (30 OZ),Taco Bell
350.0,7.0,8.0,34.0,87.0,87.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,7-Up (30 fl oz),Taco Bell
180.0,7.0,8.0,34.0,48.0,48.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,Brisk® Mango Iced Tea (30 fl oz),Taco Bell
0.0,7.0,8.0,34.0,0.0,0.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,Brisk® Unsweetened No Lemon Iced Tea (30 fl oz),Taco Bell
0.0,7.0,8.0,34.0,0.0,1.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,Diet Dr Pepper® (30 fl oz),Taco Bell
10.0,7.0,8.0,34.0,1.0,1.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,Diet Mtn Dew® (30 fl oz),Taco Bell
0.0,7.0,8.0,34.0,0.0,0.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,Diet Pepsi® (30 fl oz),Taco Bell
360.0,7.0,8.0,34.0,96.0,98.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,Dr Pepper® (30 fl oz),Taco Bell
50.0,7.0,8.0,34.0,12.0,13.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,G2 – Fruit Punch (30 fl oz),Taco Bell
410.0,7.0,8.0,34.0,109.0,110.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,Mtn Dew® (30 fl oz),Taco Bell
420.0,7.0,8.0,34.0,110.0,110.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,Mtn Dew® Baja Blast™ (30 fl oz),Taco Bell
15.0,7.0,8.0,34.0,0.0,0.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,Mtn Dew® Baja Blast Zero Sugar (30 fl oz),Taco Bell
130.0,7.0,8.0,34.0,33.0,34.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,Mtn Dew® Kickstart™ Orange Citrus (30 fl oz),Taco Bell
360.0,7.0,8.0,34.0,98.0,98.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,Mug® Root Beer (30 fl oz),Taco Bell
380.0,7.0,8.0,34.0,103.0,104.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,Pepsi® (30 fl oz),Taco Bell
390.0,7.0,8.0,34.0,105.0,105.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,Pepsi® Wild Cherry (30 fl oz),Taco Bell
0.0,7.0,8.0,34.0,0.0,1.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,Pepsi® Zero Sugar (30 fl oz),Taco Bell
380.0,7.0,8.0,34.0,101.0,101.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,Sierra Mist® (30 fl oz),Taco Bell
390.0,7.0,8.0,34.0,100.0,100.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,Tropicana® Pink Lemonade (30 fl oz),Taco Bell
280.0,13.0,12.0,31.0,2.0,560.0,0.0,0.04642857142857143,0.04285714285714286,0.11071428571428571,0.0,0.0,0.0,1.0,0.0,0.0,Detroit Double Cheesy Pizza Slice,Pizza Hut
330.0,14.0,17.0,30.0,2.0,720.0,0.0,0.04242424242424243,0.051515151515151514,0.09090909090909091,0.0,0.0,0.0,1.0,0.0,0.0,Detroit Double Pepperoni Pizza Slice,Pizza Hut
320.0,14.0,16.0,31.0,2.0,640.0,0.0,0.04375,0.05,0.096875,0.0,0.0,0.0,1.0,0.0,0.0,Detroit Meaty Pizza Slice,Pizza Hut
290.0,13.0,13.0,31.0,2.0,570.0,0.0,0.04482758620689655,0.04482758620689655,0.10689655172413794,0.0,0.0,0.0,1.0,0.0,0.0,Detroit Supremo Pizza Slice,Pizza Hut
180.0,8.0,6.0,25.0,8.0,370.0,0.0,0.044444444444444446,0.03333333333333333,0.1388888888888889,0.0,0.0,0.0,1.0,0.0,0.0,Pan Pizza Slices Backyard BBQ Chicken Personal Pan,Pizza Hut
270.0,11.0,10.0,33.0,6.0,450.0,0.0,0.040740740740740744,0.037037037037037035,0.12222222222222222,0.0,0.0,0.0,1.0,0.0,0.0,Pan Pizza Slices Backyard BBQ Chicken Medium,Pizza Hut
380.0,16.0,16.0,43.0,7.0,650.0,0.0,0.042105263157894736,0.042105263157894736,0.11315789473684211,0.0,0.0,0.0,1.0,0.0,0.0,Pan Pizza Slices Backyard BBQ Chicken Large,Pizza Hut
240.0,10.0,10.0,29.0,1.0,470.0,0.0,0.041666666666666664,0.041666666666666664,0.12083333333333333,0.0,0.0,0.0,1.0,0.0,0.0,Pan Pizza Slices Beyond Meat® Pepperoni Medium,Pizza Hut
350.0,14.0,16.0,38.0,2.0,680.0,0.0,0.04,0.045714285714285714,0.10857142857142857,0.0,0.0,0.0,1.0,0.0,0.0,Pan Pizza Slices Beyond Meat® Pepperoni Large,Pizza Hut
160.0,7.0,5.0,22.0,2.0,570.0,0.0,0.04375,0.03125,0.1375,0.0,0.0,0.0,1.0,0.0,0.0,Pan Pizza Slices Buffalo Chicken Personal Pan,Pizza Hut
240.0,11.0,9.0,31.0,2.0,680.0,0.0,0.04583333333333333,0.0375,0.12916666666666668,0.0,0.0,0.0,1.0,0.0,0.0,Pan Pizza Slices Buffalo Chicken Medium,Pizza Hut
350.0,15.0,14.0,40.0,2.0,850.0,0.0,0.04285714285714286,0.04,0.11428571428571428,0.0,0.0,0.0,1.0,0.0,0.0,Pan Pizza Slices Buffalo Chicken Large,Pizza Hut
150.0,7.0,6.0,17.0,2.0,310.0,0.0,0.04666666666666667,0.04,0.11333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,Pan Pizza Slices Cheese Personal Pan,Pizza Hut
250.0,11.0,10.0,28.0,1.0,450.0,0.0,0.044,0.04,0.112,0.0,0.0,0.0,1.0,0.0,0.0,Pan Pizza Slices Cheese Medium,Pizza Hut
360.0,16.0,17.0,37.0,2.0,660.0,0.0,0.044444444444444446,0.04722222222222222,0.10277777777777777,0.0,0.0,0.0,1.0,0.0,0.0,Pan Pizza Slices Cheese Large,Pizza Hut
180.0,9.0,8.0,17.0,2.0,350.0,0.0,0.05,0.044444444444444446,0.09444444444444444,0.0,0.0,0.0,1.0,0.0,0.0,Pan Pizza Slices Chicken Bacon Parmesan Personal Pan,Pizza Hut
270.0,12.0,13.0,27.0,1.0,470.0,0.0,0.044444444444444446,0.04814814814814815,0.1,0.0,0.0,0.0,1.0,0.0,0.0,Pan Pizza Slices Chicken Bacon Parmesan Medium,Pizza Hut
390.0,18.0,20.0,35.0,2.0,680.0,0.0,0.046153846153846156,0.05128205128205128,0.08974358974358974,0.0,0.0,0.0,1.0,0.0,0.0,Pan Pizza Slices Chicken Bacon Parmesan Large,Pizza Hut
150.0,8.0,5.0,18.0,3.0,330.0,0.0,0.05333333333333334,0.03333333333333333,0.12,0.0,0.0,0.0,1.0,0.0,0.0,Pan Pizza Slices Hawaiian Chicken Personal Pan,Pizza Hut
240.0,12.0,9.0,29.0,2.0,480.0,0.0,0.05,0.0375,0.12083333333333333,0.0,0.0,0.0,1.0,0.0,0.0,Pan Pizza Slices Hawaiian Chicken Medium,Pizza Hut
350.0,17.0,15.0,38.0,3.0,690.0,0.0,0.04857142857142857,0.04285714285714286,0.10857142857142857,0.0,0.0,0.0,1.0,0.0,0.0,Pan Pizza Slices Hawaiian Chicken Large,Pizza Hut
210.0,9.0,12.0,18.0,2.0,460.0,0.0,0.04285714285714286,0.05714285714285714,0.08571428571428572,0.0,0.0,0.0,1.0,0.0,0.0,Pan Pizza Slices Meat Lover’s® Personal Pan,Pizza Hut
320.0,13.0,17.0,28.0,1.0,640.0,0.0,0.040625,0.053125,0.0875,0.0,0.0,0.0,1.0,0.0,0.0,Pan Pizza Slices Meat Lover’s® Medium,Pizza Hut
470.0,19.0,27.0,37.0,2.0,940.0,0.0,0.04042553191489362,0.0574468085106383,0.07872340425531915,0.0,0.0,0.0,1.0,0.0,0.0,Pan Pizza Slices Meat Lover’s® Large,Pizza Hut
150.0,6.0,7.0,17.0,2.0,310.0,0.0,0.04,0.04666666666666667,0.11333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,Pan Pizza Slices Pepperoni Personal Pan,Pizza Hut
250.0,10.0,11.0,28.0,1.0,470.0,0.0,0.04,0.044,0.112,0.0,0.0,0.0,1.0,0.0,0.0,Pan Pizza Slices Pepperoni Medium,Pizza Hut
370.0,15.0,18.0,36.0,2.0,680.0,0.0,0.04054054054054054,0.04864864864864865,0.0972972972972973,0.0,0.0,0.0,1.0,0.0,0.0,Pan Pizza Slices Pepperoni Large,Pizza Hut
180.0,8.0,9.0,17.0,2.0,370.0,0.0,0.044444444444444446,0.05,0.09444444444444444,0.0,0.0,0.0,1.0,0.0,0.0,Pan Pizza Slices Pepperoni Lover’s® Personal Pan,Pizza Hut
300.0,13.0,15.0,28.0,1.0,580.0,0.0,0.043333333333333335,0.05,0.09333333333333334,0.0,0.0,0.0,1.0,0.0,0.0,Pan Pizza Slices Pepperoni Lover’s® Medium,Pizza Hut
440.0,19.0,24.0,37.0,2.0,850.0,0.5,0.04318181818181818,0.05454545454545454,0.08409090909090909,0.0,0.0,0.0,1.0,0.0,0.0,Pan Pizza Slices Pepperoni Lover’s® Large,Pizza Hut
170.0,7.0,8.0,18.0,2.0,360.0,0.0,0.041176470588235294,0.047058823529411764,0.10588235294117647,0.0,0.0,0.0,1.0,0.0,0.0,Pan Pizza Slices Supreme Personal Pan,Pizza Hut
270.0,11.0,13.0,29.0,2.0,500.0,0.0,0.040740740740740744,0.04814814814814815,0.10740740740740741,0.0,0.0,0.0,1.0,0.0,0.0,Pan Pizza Slices Supreme Medium,Pizza Hut
390.0,16.0,20.0,37.0,2.0,740.0,0.0,0.041025641025641026,0.05128205128205128,0.09487179487179487,0.0,0.0,0.0,1.0,0.0,0.0,Pan Pizza Slices Supreme Large,Pizza Hut
170.0,8.0,8.0,17.0,2.0,330.0,0.0,0.047058823529411764,0.047058823529411764,0.1,0.0,0.0,0.0,1.0,0.0,0.0,Pan Pizza Slices Ultimate Cheese Lover’s® Personal Pan,Pizza Hut
270.0,12.0,13.0,27.0,1.0,470.0,0.0,0.044444444444444446,0.04814814814814815,0.1,0.0,0.0,0.0,1.0,0.0,0.0,Pan Pizza Slices Ultimate Cheese Lover’s® Medium,Pizza Hut
390.0,17.0,20.0,36.0,2.0,670.0,0.0,0.04358974358974359,0.05128205128205128,0.09230769230769231,0.0,0.0,0.0,1.0,0.0,0.0,Pan Pizza Slices Ultimate Cheese Lover’s® Large,Pizza Hut
140.0,6.0,5.0,18.0,2.0,290.0,0.0,0.04285714285714286,0.03571428571428571,0.12857142857142856,0.0,0.0,0.0,1.0,0.0,0.0,Pan Pizza Slices Veggie Lover’s® Personal Pan,Pizza Hut
230.0,9.0,9.0,29.0,2.0,420.0,0.0,0.0391304347826087,0.0391304347826087,0.12608695652173912,0.0,0.0,0.0,1.0,0.0,0.0,Pan Pizza Slices Veggie Lover’s® Medium,Pizza Hut
330.0,14.0,15.0,38.0,3.0,620.0,0.0,0.04242424242424243,0.045454545454545456,0.11515151515151516,0.0,0.0,0.0,1.0,0.0,0.0,Pan Pizza Slices Veggie Lover’s® Large,Pizza Hut
140.0,6.0,4.0,20.0,4.0,250.0,0.0,0.04285714285714286,0.02857142857142857,0.14285714285714285,0.0,0.0,0.0,1.0,0.0,0.0,Hand Tossed Slices Backyard BBQ Chicken Small,Pizza Hut
220.0,10.0,7.0,31.0,6.0,390.0,0.0,0.045454545454545456,0.031818181818181815,0.1409090909090909,0.0,0.0,0.0,1.0,0.0,0.0,Hand Tossed Slices Backyard BBQ Chicken Medium,Pizza Hut
300.0,14.0,10.0,40.0,7.0,530.0,0.0,0.04666666666666667,0.03333333333333333,0.13333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,Hand Tossed Slices Backyard BBQ Chicken Large,Pizza Hut
200.0,9.0,7.0,26.0,1.0,410.0,0.0,0.045,0.035,0.13,0.0,0.0,0.0,1.0,0.0,0.0,Hand Tossed Slices Beyond Meat® Pepperoni Medium,Pizza Hut
280.0,12.0,10.0,35.0,2.0,560.0,0.0,0.04285714285714286,0.03571428571428571,0.125,0.0,0.0,0.0,1.0,0.0,0.0,Hand Tossed Slices Beyond Meat® Pepperoni Large,Pizza Hut
130.0,6.0,3.5,19.0,1.0,380.0,0.0,0.046153846153846156,0.026923076923076925,0.14615384615384616,0.0,0.0,0.0,1.0,0.0,0.0,Hand Tossed Slices  Buffalo Chicken Small,Pizza Hut
200.0,9.0,5.0,28.0,1.0,560.0,0.0,0.045,0.025,0.14,0.0,0.0,0.0,1.0,0.0,0.0,Hand Tossed Slices  Buffalo Chicken Medium,Pizza Hut
270.0,13.0,8.0,37.0,2.0,740.0,0.0,0.04814814814814815,0.02962962962962963,0.13703703703703704,0.0,0.0,0.0,1.0,0.0,0.0,Hand Tossed Slices  Buffalo Chicken Large,Pizza Hut
130.0,6.0,4.5,17.0,1.0,250.0,0.0,0.046153846153846156,0.03461538461538462,0.13076923076923078,0.0,0.0,0.0,1.0,0.0,0.0,Hand Tossed Slices Cheese Small,Pizza Hut
210.0,10.0,8.0,26.0,1.0,390.0,0.0,0.047619047619047616,0.0380952380952381,0.12380952380952381,0.0,0.0,0.0,1.0,0.0,0.0,Hand Tossed Slices Cheese Medium,Pizza Hut
290.0,13.0,10.0,34.0,2.0,540.0,0.0,0.04482758620689655,0.034482758620689655,0.11724137931034483,0.0,0.0,0.0,1.0,0.0,0.0,Hand Tossed Slices Cheese Large,Pizza Hut
150.0,7.0,6.0,16.0,1.0,270.0,0.0,0.04666666666666667,0.04,0.10666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,Hand Tossed Slices Chicken Bacon Parmesan Small,Pizza Hut
230.0,11.0,9.0,25.0,1.0,410.0,0.0,0.04782608695652174,0.0391304347826087,0.10869565217391304,0.0,0.0,0.0,1.0,0.0,0.0,Hand Tossed Slices Chicken Bacon Parmesan Medium,Pizza Hut
310.0,16.0,13.0,33.0,1.0,560.0,0.0,0.05161290322580645,0.041935483870967745,0.1064516129032258,0.0,0.0,0.0,1.0,0.0,0.0,Hand Tossed Slices Chicken Bacon Parmesan Large,Pizza Hut
130.0,7.0,4.0,17.0,1.0,270.0,0.0,0.05384615384615385,0.03076923076923077,0.13076923076923078,0.0,0.0,0.0,1.0,0.0,0.0,Hand Tossed Slices Hawaiian Chicken Small,Pizza Hut
210.0,10.0,6.0,27.0,2.0,420.0,0.0,0.047619047619047616,0.02857142857142857,0.12857142857142856,0.0,0.0,0.0,1.0,0.0,0.0,Hand Tossed Slices Hawaiian Chicken Medium,Pizza Hut
280.0,15.0,9.0,36.0,3.0,580.0,0.0,0.05357142857142857,0.03214285714285714,0.12857142857142856,0.0,0.0,0.0,1.0,0.0,0.0,Hand Tossed Slices Hawaiian Chicken Large,Pizza Hut
180.0,7.0,9.0,17.0,1.0,370.0,0.0,0.03888888888888889,0.05,0.09444444444444444,0.0,0.0,0.0,1.0,0.0,0.0,Hand Tossed Slices Meat Lover’s® Small,Pizza Hut
290.0,12.0,15.0,26.0,1.0,590.0,0.0,0.041379310344827586,0.05172413793103448,0.0896551724137931,0.0,0.0,0.0,1.0,0.0,0.0,Hand Tossed Slices Meat Lover’s® Medium,Pizza Hut
390.0,17.0,21.0,34.0,2.0,830.0,0.0,0.04358974358974359,0.05384615384615385,0.08717948717948718,0.0,0.0,0.0,1.0,0.0,0.0,Hand Tossed Slices Meat Lover’s® Large,Pizza Hut
130.0,6.0,5.0,16.0,1.0,260.0,0.0,0.046153846153846156,0.038461538461538464,0.12307692307692308,0.0,0.0,0.0,1.0,0.0,0.0,Hand Tossed Slices Pepperoni Small,Pizza Hut
220.0,9.0,9.0,25.0,1.0,420.0,0.0,0.04090909090909091,0.04090909090909091,0.11363636363636363,0.0,0.0,0.0,1.0,0.0,0.0,Hand Tossed Slices Pepperoni Medium,Pizza Hut
300.0,13.0,13.0,34.0,2.0,590.0,0.0,0.043333333333333335,0.043333333333333335,0.11333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,Hand Tossed Slices Pepperoni Large,Pizza Hut
160.0,7.0,7.0,17.0,1.0,310.0,0.0,0.04375,0.04375,0.10625,0.0,0.0,0.0,1.0,0.0,0.0,Hand Tossed Slices Pepperoni Lover’s® Small,Pizza Hut
270.0,12.0,13.0,26.0,1.0,530.0,0.0,0.044444444444444446,0.04814814814814815,0.0962962962962963,0.0,0.0,0.0,1.0,0.0,0.0,Hand Tossed Slices Pepperoni Lover’s® Medium,Pizza Hut
370.0,17.0,18.0,35.0,2.0,740.0,0.0,0.04594594594594595,0.04864864864864865,0.0945945945945946,0.0,0.0,0.0,1.0,0.0,0.0,Hand Tossed Slices Pepperoni Lover’s® Large,Pizza Hut
150.0,6.0,6.0,17.0,1.0,280.0,0.0,0.04,0.04,0.11333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,Hand Tossed Slices Supreme Small,Pizza Hut
240.0,10.0,10.0,26.0,2.0,450.0,0.0,0.041666666666666664,0.041666666666666664,0.10833333333333334,0.0,0.0,0.0,1.0,0.0,0.0,Hand Tossed Slices Supreme Medium,Pizza Hut
320.0,14.0,14.0,35.0,2.0,630.0,0.0,0.04375,0.04375,0.109375,0.0,0.0,0.0,1.0,0.0,0.0,Hand Tossed Slices Supreme Large,Pizza Hut
150.0,6.0,6.0,16.0,1.0,250.0,0.0,0.04,0.04,0.10666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,Hand Tossed Slices Ultimate Cheese Lover’s® Small,Pizza Hut
230.0,11.0,10.0,25.0,1.0,390.0,0.0,0.04782608695652174,0.043478260869565216,0.10869565217391304,0.0,0.0,0.0,1.0,0.0,0.0,Hand Tossed Slices Ultimate Cheese Lover’s® Medium,Pizza Hut
310.0,15.0,13.0,33.0,1.0,540.0,0.0,0.04838709677419355,0.041935483870967745,0.1064516129032258,0.0,0.0,0.0,1.0,0.0,0.0,Hand Tossed Slices Ultimate Cheese Lover’s® Large,Pizza Hut
120.0,5.0,4.0,17.0,1.0,230.0,0.0,0.041666666666666664,0.03333333333333333,0.14166666666666666,0.0,0.0,0.0,1.0,0.0,0.0,Hand Tossed Slices Veggie Lover’s® Small,Pizza Hut
200.0,8.0,6.0,27.0,2.0,370.0,0.0,0.04,0.03,0.135,0.0,0.0,0.0,1.0,0.0,0.0,Hand Tossed Slices Veggie Lover’s® Medium,Pizza Hut
260.0,11.0,9.0,36.0,3.0,510.0,0.0,0.04230769230769231,0.03461538461538462,0.13846153846153847,0.0,0.0,0.0,1.0,0.0,0.0,Hand Tossed Slices Veggie Lover’s® Large,Pizza Hut
