Calories,"Protein
(g)","Total Fat
(g)","Carbs
(g)","Sugars
(g)","Sodium 
(mg)","Trans Fat
(g)",Protein_per_Calorie,Fat_per_Calorie,Carbs_per_Calorie,Company_Burger King,Company_KFC,Company_McDonald’s,Company_Pizza Hut,Company_Taco Bell,Company_Wendy’s,Item,Company
680.0,14.0,20.0,111.0,82.0,220.0,1.0,0.020588235294117647,0.029411764705882353,0.16323529411764706,0.0,0.0,1.0,0.0,0.0,0.0,Vanilla McCafé® Shake (16 fl oz cup),McDonald’s
830.0,17.0,24.0,138.0,103.0,270.0,1.5,0.020481927710843374,0.02891566265060241,0.16626506024096385,0.0,0.0,1.0,0.0,0.0,0.0,Vanilla McCafé® Shake (22 fl oz cup),McDonald’s
1110.0,25.0,26.0,193.0,145.0,370.0,2.0,0.02252252252252252,0.023423423423423424,0.17387387387387387,0.0,0.0,1.0,0.0,0.0,0.0,Vanilla Triple Thick Shake® (32 fl oz cup),McDonald’s
420.0,9.0,10.0,72.0,54.0,140.0,0.5,0.02142857142857143,0.023809523809523808,0.17142857142857143,0.0,0.0,1.0,0.0,0.0,0.0,Vanilla Triple Thick® Shake (12 fl oz cup),McDonald’s
550.0,13.0,13.0,96.0,72.0,190.0,1.0,0.023636363636363636,0.023636363636363636,0.17454545454545456,0.0,0.0,1.0,0.0,0.0,0.0,Vanilla Triple Thick® Shake (16 fl oz cup),McDonald’s
740.0,17.0,18.0,128.0,96.0,250.0,1.0,0.022972972972972974,0.024324324324324326,0.17297297297297298,0.0,0.0,1.0,0.0,0.0,0.0,Vanilla Triple Thick® Shake (21 fl oz cup),McDonald’s
100.0,8.0,2.5,12.0,12.0,125.0,0.0,0.08,0.025,0.12,0.0,0.0,1.0,0.0,0.0,0.0,1% Low Fat Milk Jug,McDonald’s
170.0,9.0,3.0,26.0,25.0,150.0,0.0,0.052941176470588235,0.01764705882352941,0.15294117647058825,0.0,0.0,1.0,0.0,0.0,0.0,1% Low Fat Chocolate Milk Jug,McDonald’s
100.0,0.0,0.0,23.0,22.0,15.0,0.0,0.0,0.0,0.23,0.0,0.0,1.0,0.0,0.0,0.0,Minute Maid® 100% Apple Juice Box,McDonald’s
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,Dasani® Water,McDonald’s
150.0,2.0,0.0,30.0,30.0,0.0,0.0,0.013333333333333334,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,Minute Maid® Orange Juice (Small),McDonald’s
190.0,3.0,0.0,39.0,39.0,0.0,0.0,0.015789473684210527,0.0,0.20526315789473684,0.0,0.0,1.0,0.0,0.0,0.0,Minute Maid® Orange Juice (Medium),McDonald’s
280.0,4.0,0.0,58.0,58.0,5.0,0.0,0.014285714285714285,0.0,0.20714285714285716,0.0,0.0,1.0,0.0,0.0,0.0,Minute Maid® Orange Juice (Large),McDonald’s
110.0,0.0,0.0,29.0,29.0,5.0,0.0,0.0,0.0,0.2636363636363636,0.0,0.0,1.0,0.0,0.0,0.0,Coca-Cola® Classic (Child),McDonald’s
150.0,0.0,0.0,40.0,40.0,10.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,Coca-Cola® Classic (Small),McDonald’s
210.0,0.0,0.0,58.0,58.0,15.0,0.0,0.0,0.0,0.2761904761904762,0.0,0.0,1.0,0.0,0.0,0.0,Coca-Cola® Classic (Medium),McDonald’s
310.0,0.0,0.0,86.0,86.0,20.0,0.0,0.0,0.0,0.27741935483870966,0.0,0.0,1.0,0.0,0.0,0.0,Coca-Cola® Classic (Large),McDonald’s
0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,Diet Coke® (Child),McDonald’s
0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,Diet Coke® (Small),McDonald’s
0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,Diet Coke® (Medium),McDonald’s
0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,Diet Coke® (Large),McDonald’s
110.0,0.0,0.0,28.0,28.0,30.0,0.0,0.0,0.0,0.2545454545454545,0.0,0.0,1.0,0.0,0.0,0.0,Sprite® (Child),McDonald’s
150.0,0.0,0.0,39.0,39.0,40.0,0.0,0.0,0.0,0.26,0.0,0.0,1.0,0.0,0.0,0.0,Sprite® (Small),McDonald’s
210.0,0.0,0.0,56.0,56.0,55.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,Sprite® (Medium),McDonald’s
310.0,0.0,0.0,83.0,83.0,80.0,0.0,0.0,0.0,0.267741935483871,0.0,0.0,1.0,0.0,0.0,0.0,Sprite® (Large),McDonald’s
120.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,Hi-C® Orange Lavaburst (Child),McDonald’s
160.0,0.0,0.0,44.0,44.0,5.0,0.0,0.0,0.0,0.275,0.0,0.0,1.0,0.0,0.0,0.0,Hi-C® Orange Lavaburst (Small),McDonald’s
240.0,0.0,0.0,64.0,64.0,10.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,Hi-C® Orange Lavaburst (Medium),McDonald’s
350.0,0.0,0.0,94.0,94.0,10.0,0.0,0.0,0.0,0.26857142857142857,0.0,0.0,1.0,0.0,0.0,0.0,Hi-C® Orange Lavaburst (Large),McDonald’s
70.0,0.0,0.0,20.0,16.0,65.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,1.0,0.0,0.0,0.0,POWERade® Mountain Blast (Child),McDonald’s
100.0,0.0,0.0,27.0,21.0,85.0,0.0,0.0,0.0,0.27,0.0,0.0,1.0,0.0,0.0,0.0,POWERade® Mountain Blast (Small),McDonald’s
150.0,0.0,0.0,39.0,31.0,130.0,0.0,0.0,0.0,0.26,0.0,0.0,1.0,0.0,0.0,0.0,POWERade® Mountain Blast (Medium),McDonald’s
220.0,0.0,0.0,58.0,46.0,190.0,0.0,0.0,0.0,0.2636363636363636,0.0,0.0,1.0,0.0,0.0,0.0,POWERade® Mountain Blast (Large),McDonald’s
0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,Iced Tea (Child),McDonald’s
0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,Iced Tea (Small),McDonald’s
0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,Iced Tea (Medium),McDonald’s
0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,Iced Tea (Large),McDonald’s
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,Coffee (Small),McDonald’s
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,Coffee (Large),McDonald’s
20.0,0.0,2.0,0.0,0.0,15.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Coffee Cream,McDonald’s
15.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,Sugar Packet,McDonald’s
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,"EQUAL® 0
Calorie Sweetener",McDonald’s
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.02857142857142857,0.03900966183574879,0.13333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,"SPLENDA® No
Calorie Sweetener",McDonald’s
130.0,1.0,5.0,21.0,20.0,80.0,0.0,0.007692307692307693,0.038461538461538464,0.16153846153846155,0.0,0.0,1.0,0.0,0.0,0.0,Iced Coffee– Caramel (Small),McDonald’s
190.0,2.0,8.0,27.0,27.0,115.0,0.0,0.010526315789473684,0.042105263157894736,0.14210526315789473,0.0,0.0,1.0,0.0,0.0,0.0,Iced Coffee– Caramel (Medium),McDonald’s
270.0,2.0,11.0,41.0,41.0,160.0,0.0,0.007407407407407408,0.040740740740740744,0.15185185185185185,0.0,0.0,1.0,0.0,0.0,0.0,Iced Coffee– Caramel (Large),McDonald’s
130.0,1.0,5.0,21.0,21.0,40.0,0.0,0.007692307692307693,0.038461538461538464,0.16153846153846155,0.0,0.0,1.0,0.0,0.0,0.0,Iced Coffee– Hazelnut (Small),McDonald’s
190.0,2.0,8.0,29.0,29.0,60.0,0.0,0.010526315789473684,0.042105263157894736,0.15263157894736842,0.0,0.0,1.0,0.0,0.0,0.0,Iced Coffee– Hazelnut (Medium),McDonald’s
270.0,2.0,11.0,43.0,43.0,85.0,0.0,0.007407407407407408,0.040740740740740744,0.15925925925925927,0.0,0.0,1.0,0.0,0.0,0.0,Iced Coffee– Hazelnut (Large),McDonald’s
140.0,1.0,5.0,22.0,22.0,40.0,0.0,0.007142857142857143,0.03571428571428571,0.15714285714285714,0.0,0.0,1.0,0.0,0.0,0.0,Iced Coffee– Regular (Small),McDonald’s
200.0,2.0,8.0,30.0,30.0,60.0,0.0,0.01,0.04,0.15,0.0,0.0,1.0,0.0,0.0,0.0,Iced Coffee– Regular (Medium),McDonald’s
280.0,2.0,11.0,45.0,45.0,85.0,0.0,0.007142857142857143,0.039285714285714285,0.16071428571428573,0.0,0.0,1.0,0.0,0.0,0.0,Iced Coffee– Regular (Large),McDonald’s
130.0,1.0,5.0,21.0,21.0,40.0,0.0,0.007692307692307693,0.038461538461538464,0.16153846153846155,0.0,0.0,1.0,0.0,0.0,0.0,Iced Coffee– Vanilla (Small),McDonald’s
190.0,2.0,8.0,29.0,28.0,60.0,0.0,0.010526315789473684,0.042105263157894736,0.15263157894736842,0.0,0.0,1.0,0.0,0.0,0.0,Iced Coffee– Vanilla (Medium),McDonald’s
270.0,2.0,11.0,43.0,43.0,80.0,0.0,0.007407407407407408,0.040740740740740744,0.15925925925925927,0.0,0.0,1.0,0.0,0.0,0.0,Iced Coffee– Vanilla (Large),McDonald’s
60.0,1.0,5.0,8.0,1.0,70.0,0.0,0.016666666666666666,0.08333333333333333,0.13333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,Iced Coffee with Sugar Free Vanilla Syrup (Small),McDonald’s
90.0,2.0,8.0,11.0,2.0,100.0,0.0,0.022222222222222223,0.08888888888888889,0.12222222222222222,0.0,0.0,1.0,0.0,0.0,0.0,Iced Coffee with Sugar Free Vanilla Syrup (Medium),McDonald’s
120.0,2.0,11.0,16.0,2.0,140.0,0.0,0.016666666666666666,0.09166666666666666,0.13333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,Iced Coffee with Sugar Free Vanilla Syrup (Large),McDonald’s
110.0,0.0,0.0,27.0,27.0,5.0,0.0,0.0,0.0,0.24545454545454545,0.0,0.0,1.0,0.0,0.0,0.0,Sweet Tea (Child),McDonald’s
280.0,1.0,0.0,69.0,69.0,15.0,0.0,0.0035714285714285713,0.0,0.24642857142857144,0.0,0.0,1.0,0.0,0.0,0.0,Sweet Tea (Large),McDonald’s
180.0,1.0,0.0,45.0,45.0,10.0,0.0,0.005555555555555556,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,Sweet Tea (Medium),McDonald’s
150.0,1.0,0.0,36.0,36.0,10.0,0.0,0.006666666666666667,0.0,0.24,0.0,0.0,1.0,0.0,0.0,0.0,Sweet Tea (Small),McDonald’s
60.0,6.0,0.0,9.0,9.0,85.0,0.0,0.1,0.0,0.15,0.0,0.0,1.0,0.0,0.0,0.0,Nonfat Cappuccino (Small),McDonald’s
80.0,8.0,0.0,12.0,12.0,110.0,0.0,0.1,0.0,0.15,0.0,0.0,1.0,0.0,0.0,0.0,Nonfat Cappuccino (Medium),McDonald’s
90.0,9.0,0.0,13.0,13.0,130.0,0.0,0.1,0.0,0.14444444444444443,0.0,0.0,1.0,0.0,0.0,0.0,Nonfat Cappuccino (Large),McDonald’s
90.0,9.0,0.0,13.0,13.0,115.0,0.0,0.1,0.0,0.14444444444444443,0.0,0.0,1.0,0.0,0.0,0.0,Nonfat Latte (Small),McDonald’s
110.0,10.0,0.0,15.0,15.0,140.0,0.0,0.09090909090909091,0.0,0.13636363636363635,0.0,0.0,1.0,0.0,0.0,0.0,Nonfat Latte (Medium),McDonald’s
120.0,12.0,0.0,18.0,18.0,160.0,0.0,0.1,0.0,0.15,0.0,0.0,1.0,0.0,0.0,0.0,Nonfat Latte (Large),McDonald’s
150.0,5.0,0.0,33.0,32.0,120.0,0.0,0.03333333333333333,0.0,0.22,0.0,0.0,1.0,0.0,0.0,0.0,Nonfat Caramel Cappuccino (Small),McDonald’s
190.0,6.0,0.0,41.0,41.0,150.0,0.0,0.031578947368421054,0.0,0.21578947368421053,0.0,0.0,1.0,0.0,0.0,0.0,Nonfat Caramel Cappuccino (Medium),McDonald’s
230.0,7.0,0.0,49.0,49.0,180.0,0.0,0.030434782608695653,0.0,0.21304347826086956,0.0,0.0,1.0,0.0,0.0,0.0,Nonfat Caramel Cappuccino (Large),McDonald’s
170.0,7.0,0.0,36.0,36.0,150.0,0.0,0.041176470588235294,0.0,0.21176470588235294,0.0,0.0,1.0,0.0,0.0,0.0,Nonfat Caramel Latte (Small),McDonald’s
220.0,9.0,0.0,45.0,45.0,180.0,0.0,0.04090909090909091,0.0,0.20454545454545456,0.0,0.0,1.0,0.0,0.0,0.0,Nonfat Caramel Latte (Medium),McDonald’s
260.0,10.0,0.0,53.0,53.0,220.0,0.0,0.038461538461538464,0.0,0.20384615384615384,0.0,0.0,1.0,0.0,0.0,0.0,Nonfat Caramel Latte (Large),McDonald’s
150.0,5.0,0.0,34.0,34.0,70.0,0.0,0.03333333333333333,0.0,0.22666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,Nonfat Hazelnut Cappuccino (Small),McDonald’s
190.0,6.0,0.0,43.0,43.0,90.0,0.0,0.031578947368421054,0.0,0.22631578947368422,0.0,0.0,1.0,0.0,0.0,0.0,Nonfat Hazelnut Cappuccino (Medium),McDonald’s
230.0,7.0,0.0,51.0,51.0,100.0,0.0,0.030434782608695653,0.0,0.2217391304347826,0.0,0.0,1.0,0.0,0.0,0.0,Nonfat Hazelnut Cappuccino (Large),McDonald’s
180.0,7.0,0.0,37.0,37.0,95.0,0.0,0.03888888888888889,0.0,0.20555555555555555,0.0,0.0,1.0,0.0,0.0,0.0,Nonfat Hazelnut Latte (Small),McDonald’s
220.0,9.0,0.0,46.0,46.0,115.0,0.0,0.04090909090909091,0.0,0.20909090909090908,0.0,0.0,1.0,0.0,0.0,0.0,Nonfat Hazelnut Latte (Medium),McDonald’s
260.0,10.0,0.0,55.0,55.0,135.0,0.0,0.038461538461538464,0.0,0.21153846153846154,0.0,0.0,1.0,0.0,0.0,0.0,Nonfat Hazelnut Latte (Large),McDonald’s
150.0,5.0,0.0,34.0,34.0,70.0,0.0,0.03333333333333333,0.0,0.22666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,Nonfat Vanilla Cappuccino (Small),McDonald’s
190.0,6.0,0.0,42.0,42.0,90.0,0.0,0.031578947368421054,0.0,0.22105263157894736,0.0,0.0,1.0,0.0,0.0,0.0,Nonfat Vanilla Cappuccino (Medium),McDonald’s
230.0,7.0,0.0,51.0,51.0,100.0,0.0,0.030434782608695653,0.0,0.2217391304347826,0.0,0.0,1.0,0.0,0.0,0.0,Nonfat Vanilla Cappuccino (Large),McDonald’s
180.0,7.0,0.0,37.0,37.0,95.0,0.0,0.03888888888888889,0.0,0.20555555555555555,0.0,0.0,1.0,0.0,0.0,0.0,Nonfat Vanilla Latte (Small),McDonald’s
220.0,9.0,0.0,46.0,46.0,115.0,0.0,0.04090909090909091,0.0,0.20909090909090908,0.0,0.0,1.0,0.0,0.0,0.0,Nonfat Vanilla Latte (Medium),McDonald’s
260.0,10.0,0.0,55.0,55.0,135.0,0.0,0.038461538461538464,0.0,0.21153846153846154,0.0,0.0,1.0,0.0,0.0,0.0,Nonfat Vanilla Latte (Large),McDonald’s
50.0,5.0,0.0,15.0,8.0,100.0,0.0,0.1,0.0,0.3,0.0,0.0,1.0,0.0,0.0,0.0,Nonfat Cappuccino with Sugar Free Vanilla Syrup (Small),McDonald’s
70.0,7.0,0.0,19.0,10.0,130.0,0.0,0.1,0.0,0.2714285714285714,0.0,0.0,1.0,0.0,0.0,0.0,Nonfat Cappuccino with Sugar Free Vanilla Syrup (Medium),McDonald’s
80.0,8.0,0.0,22.0,11.0,150.0,0.0,0.1,0.0,0.275,0.0,0.0,1.0,0.0,0.0,0.0,Nonfat Cappuccino with Sugar Free Vanilla Syrup (Large),McDonald’s
80.0,7.0,0.0,18.0,11.0,130.0,0.0,0.0875,0.0,0.225,0.0,0.0,1.0,0.0,0.0,0.0,Nonfat Latte with Sugar Free Vanilla Syrup (Small),McDonald’s
90.0,9.0,0.0,22.0,13.0,160.0,0.0,0.1,0.0,0.24444444444444444,0.0,0.0,1.0,0.0,0.0,0.0,Nonfat Latte with Sugar Free Vanilla Syrup (Medium),McDonald’s
110.0,11.0,0.0,27.0,15.0,190.0,0.0,0.1,0.0,0.24545454545454545,0.0,0.0,1.0,0.0,0.0,0.0,Nonfat Latte with Sugar Free Vanilla Syrup (Large),McDonald’s
240.0,7.0,5.0,41.0,34.0,130.0,0.0,0.029166666666666667,0.020833333333333332,0.17083333333333334,0.0,0.0,1.0,0.0,0.0,0.0,Mocha with Nonfat Milk (Small),McDonald’s
280.0,8.0,6.0,50.0,42.0,160.0,0.0,0.02857142857142857,0.02142857142857143,0.17857142857142858,0.0,0.0,1.0,0.0,0.0,0.0,Mocha with Nonfat Milk (Medium),McDonald’s
330.0,10.0,6.0,58.0,50.0,190.0,0.0,0.030303030303030304,0.01818181818181818,0.17575757575757575,0.0,0.0,1.0,0.0,0.0,0.0,Mocha with Nonfat Milk (Large),McDonald’s
250.0,8.0,5.0,43.0,37.0,140.0,0.0,0.032,0.02,0.172,0.0,0.0,1.0,0.0,0.0,0.0,Hot Chocolate with Nonfat Milk (Small),McDonald’s
310.0,11.0,6.0,55.0,47.0,190.0,0.0,0.035483870967741936,0.01935483870967742,0.1774193548387097,0.0,0.0,1.0,0.0,0.0,0.0,Hot Chocolate with Nonfat Milk (Medium),McDonald’s
390.0,16.0,6.0,68.0,59.0,250.0,0.0,0.041025641025641026,0.015384615384615385,0.17435897435897435,0.0,0.0,1.0,0.0,0.0,0.0,Hot Chocolate with Nonfat Milk (Large),McDonald’s
50.0,5.0,0.0,7.0,7.0,70.0,0.0,0.1,0.0,0.14,0.0,0.0,1.0,0.0,0.0,0.0,Iced Nonfat Latte (Small),McDonald’s
60.0,6.0,0.0,9.0,9.0,90.0,0.0,0.1,0.0,0.15,0.0,0.0,1.0,0.0,0.0,0.0,Iced Nonfat Latte (Medium),McDonald’s
70.0,7.0,0.0,11.0,11.0,105.0,0.0,0.1,0.0,0.15714285714285714,0.0,0.0,1.0,0.0,0.0,0.0,Iced Nonfat Latte (Large),McDonald’s
140.0,3.0,0.0,30.0,30.0,105.0,0.0,0.02142857142857143,0.0,0.21428571428571427,0.0,0.0,1.0,0.0,0.0,0.0,Iced Nonfat Caramel Latte (Small),McDonald’s
150.0,5.0,0.0,32.0,32.0,120.0,0.0,0.03333333333333333,0.0,0.21333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,Iced Nonfat Caramel Latte (Medium),McDonald’s
190.0,6.0,0.0,40.0,40.0,150.0,0.0,0.031578947368421054,0.0,0.21052631578947367,0.0,0.0,1.0,0.0,0.0,0.0,Iced Nonfat Caramel Latte (Large),McDonald’s
140.0,3.0,0.0,32.0,32.0,50.0,0.0,0.02142857142857143,0.0,0.22857142857142856,0.0,0.0,1.0,0.0,0.0,0.0,Iced Nonfat Hazelnut Latte (Small),McDonald’s
150.0,5.0,0.0,33.0,33.0,70.0,0.0,0.03333333333333333,0.0,0.22,0.0,0.0,1.0,0.0,0.0,0.0,Iced Nonfat Hazelnut Latte (Medium),McDonald’s
190.0,6.0,0.0,42.0,42.0,80.0,0.0,0.031578947368421054,0.0,0.22105263157894736,0.0,0.0,1.0,0.0,0.0,0.0,Iced Nonfat Hazelnut Latte (Large),McDonald’s
140.0,3.0,0.0,31.0,31.0,50.0,0.0,0.02142857142857143,0.0,0.22142857142857142,0.0,0.0,1.0,0.0,0.0,0.0,Iced Nonfat Vanilla Latte (Small),McDonald’s
150.0,5.0,0.0,33.0,33.0,70.0,0.0,0.03333333333333333,0.0,0.22,0.0,0.0,1.0,0.0,0.0,0.0,Iced Nonfat Vanilla Latte (Medium),McDonald’s
190.0,6.0,0.0,41.0,41.0,85.0,0.0,0.031578947368421054,0.0,0.21578947368421053,0.0,0.0,1.0,0.0,0.0,0.0,Iced Nonfat Vanilla Latte (Large),McDonald’s
40.0,4.0,0.0,13.0,5.0,85.0,0.0,0.1,0.0,0.325,0.0,0.0,1.0,0.0,0.0,0.0,Iced Nonfat Latte with Sugar Free Vanilla Syrup (Small),McDonald’s
50.0,5.0,0.0,14.0,6.0,100.0,0.0,0.1,0.0,0.28,0.0,0.0,1.0,0.0,0.0,0.0,Iced Nonfat Latte with Sugar Free Vanilla Syrup (Medium),McDonald’s
60.0,6.0,0.0,19.0,8.0,130.0,0.0,0.1,0.0,0.31666666666666665,0.0,0.0,1.0,0.0,0.0,0.0,Iced Nonfat Latte with Sugar Free Vanilla Syrup (Large),McDonald’s
270.0,7.0,8.0,43.0,35.0,140.0,0.0,0.025925925925925925,0.02962962962962963,0.15925925925925927,0.0,0.0,1.0,0.0,0.0,0.0,Iced Mocha with Nonfat Milk (Medium),McDonald’s
300.0,11.0,6.0,49.0,45.0,230.0,0.0,0.03666666666666667,0.02,0.16333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,Iced Nonfat Caramel Mocha (Large),McDonald’s
240.0,9.0,6.0,37.0,34.0,190.0,0.0,0.0375,0.025,0.15416666666666667,0.0,0.0,1.0,0.0,0.0,0.0,Iced Nonfat Caramel Mocha (Medium),McDonald’s
200.0,6.0,6.0,29.0,26.0,140.0,0.0,0.03,0.03,0.145,0.0,0.0,1.0,0.0,0.0,0.0,Iced Nonfat Caramel Mocha (Small),McDonald’s
280.0,12.0,4.0,49.0,46.0,260.0,0.0,0.04285714285714286,0.014285714285714285,0.175,0.0,0.0,1.0,0.0,0.0,0.0,Nonfat Caramel Mocha (Large),McDonald’s
240.0,9.0,4.0,41.0,38.0,200.0,0.0,0.0375,0.016666666666666666,0.17083333333333334,0.0,0.0,1.0,0.0,0.0,0.0,Nonfat Caramel Mocha (Medium),McDonald’s
200.0,8.0,4.0,34.0,31.0,170.0,0.0,0.04,0.02,0.17,0.0,0.0,1.0,0.0,0.0,0.0,Nonfat Caramel Mocha (Small),McDonald’s
120.0,6.0,7.0,9.0,9.0,85.0,0.0,0.05,0.058333333333333334,0.075,0.0,0.0,1.0,0.0,0.0,0.0,Cappuccino (Small),McDonald’s
140.0,8.0,8.0,11.0,11.0,105.0,0.0,0.05714285714285714,0.05714285714285714,0.07857142857142857,0.0,0.0,1.0,0.0,0.0,0.0,Cappuccino (Medium),McDonald’s
180.0,9.0,10.0,13.0,13.0,130.0,0.0,0.05,0.05555555555555555,0.07222222222222222,0.0,0.0,1.0,0.0,0.0,0.0,Cappuccino (Large),McDonald’s
150.0,8.0,8.0,11.0,11.0,105.0,0.0,0.05333333333333334,0.05333333333333334,0.07333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,Latte (Small) ,McDonald’s
180.0,10.0,10.0,13.0,13.0,130.0,0.0,0.05555555555555555,0.05555555555555555,0.07222222222222222,0.0,0.0,1.0,0.0,0.0,0.0,Latte (Medium),McDonald’s
210.0,11.0,11.0,16.0,16.0,150.0,0.0,0.05238095238095238,0.05238095238095238,0.0761904761904762,0.0,0.0,1.0,0.0,0.0,0.0,Latte (Large),McDonald’s
200.0,5.0,5.0,32.0,32.0,125.0,0.0,0.025,0.025,0.16,0.0,0.0,1.0,0.0,0.0,0.0,Caramel Cappuccino (Small),McDonald’s
240.0,6.0,6.0,41.0,40.0,150.0,0.0,0.025,0.025,0.17083333333333334,0.0,0.0,1.0,0.0,0.0,0.0,Caramel Cappuccino (Medium),McDonald’s
290.0,8.0,8.0,49.0,49.0,190.0,0.0,0.027586206896551724,0.027586206896551724,0.16896551724137931,0.0,0.0,1.0,0.0,0.0,0.0,Caramel Cappuccino (Large),McDonald’s
230.0,7.0,7.0,35.0,35.0,140.0,0.0,0.030434782608695653,0.030434782608695653,0.15217391304347827,0.0,0.0,1.0,0.0,0.0,0.0,Caramel Latte (Small),McDonald’s
280.0,8.0,8.0,43.0,43.0,170.0,0.0,0.02857142857142857,0.02857142857142857,0.15357142857142858,0.0,0.0,1.0,0.0,0.0,0.0,Caramel Latte (Medium),McDonald’s
330.0,9.0,9.0,52.0,51.0,210.0,0.0,0.02727272727272727,0.02727272727272727,0.15757575757575756,0.0,0.0,1.0,0.0,0.0,0.0,Caramel Latte (Large),McDonald’s
200.0,5.0,5.0,34.0,34.0,70.0,0.0,0.025,0.025,0.17,0.0,0.0,1.0,0.0,0.0,0.0,Hazelnut Cappuccino (Small),McDonald’s
240.0,6.0,6.0,42.0,42.0,85.0,0.0,0.025,0.025,0.175,0.0,0.0,1.0,0.0,0.0,0.0,Hazelnut Cappuccino (Medium),McDonald’s
290.0,7.0,8.0,51.0,51.0,105.0,0.0,0.02413793103448276,0.027586206896551724,0.17586206896551723,0.0,0.0,1.0,0.0,0.0,0.0,Hazelnut Cappuccino (Large),McDonald’s
230.0,7.0,7.0,36.0,36.0,90.0,0.0,0.030434782608695653,0.030434782608695653,0.1565217391304348,0.0,0.0,1.0,0.0,0.0,0.0,Hazelnut Latte (Small),McDonald’s
280.0,8.0,8.0,45.0,45.0,110.0,0.0,0.02857142857142857,0.02857142857142857,0.16071428571428573,0.0,0.0,1.0,0.0,0.0,0.0,Hazelnut Latte (Medium),McDonald’s
330.0,9.0,9.0,53.0,53.0,130.0,0.0,0.02727272727272727,0.02727272727272727,0.1606060606060606,0.0,0.0,1.0,0.0,0.0,0.0,Hazelnut Latte (Large),McDonald’s
200.0,5.0,5.0,34.0,34.0,70.0,0.0,0.025,0.025,0.17,0.0,0.0,1.0,0.0,0.0,0.0,Vanilla Cappuccino (Small),McDonald’s
240.0,6.0,6.0,42.0,42.0,85.0,0.0,0.025,0.025,0.175,0.0,0.0,1.0,0.0,0.0,0.0,Vanilla Cappuccino (Medium),McDonald’s
290.0,7.0,8.0,51.0,51.0,105.0,0.0,0.02413793103448276,0.027586206896551724,0.17586206896551723,0.0,0.0,1.0,0.0,0.0,0.0,Vanilla Cappuccino (Large),McDonald’s
230.0,7.0,7.0,36.0,36.0,90.0,0.0,0.030434782608695653,0.030434782608695653,0.1565217391304348,0.0,0.0,1.0,0.0,0.0,0.0,Vanilla Latte (Small),McDonald’s
